"","date","series_id","value","realtime_start","realtime_end"
"233",1995-10-01,"GS2",5.7,2021-02-24,2021-02-24
"234",1995-11-01,"GS2",5.48,2021-02-24,2021-02-24
"235",1995-12-01,"GS2",5.32,2021-02-24,2021-02-24
"236",1996-01-01,"GS2",5.11,2021-02-24,2021-02-24
"237",1996-02-01,"GS2",5.03,2021-02-24,2021-02-24
"238",1996-03-01,"GS2",5.66,2021-02-24,2021-02-24
"239",1996-04-01,"GS2",5.96,2021-02-24,2021-02-24
"240",1996-05-01,"GS2",6.1,2021-02-24,2021-02-24
"241",1996-06-01,"GS2",6.3,2021-02-24,2021-02-24
"242",1996-07-01,"GS2",6.27,2021-02-24,2021-02-24
"243",1996-08-01,"GS2",6.03,2021-02-24,2021-02-24
"244",1996-09-01,"GS2",6.23,2021-02-24,2021-02-24
"245",1996-10-01,"GS2",5.91,2021-02-24,2021-02-24
"246",1996-11-01,"GS2",5.7,2021-02-24,2021-02-24
"247",1996-12-01,"GS2",5.78,2021-02-24,2021-02-24
"248",1997-01-01,"GS2",6.01,2021-02-24,2021-02-24
"249",1997-02-01,"GS2",5.9,2021-02-24,2021-02-24
"250",1997-03-01,"GS2",6.22,2021-02-24,2021-02-24
"251",1997-04-01,"GS2",6.45,2021-02-24,2021-02-24
"252",1997-05-01,"GS2",6.28,2021-02-24,2021-02-24
"253",1997-06-01,"GS2",6.09,2021-02-24,2021-02-24
"254",1997-07-01,"GS2",5.89,2021-02-24,2021-02-24
"255",1997-08-01,"GS2",5.94,2021-02-24,2021-02-24
"256",1997-09-01,"GS2",5.88,2021-02-24,2021-02-24
"257",1997-10-01,"GS2",5.77,2021-02-24,2021-02-24
"258",1997-11-01,"GS2",5.71,2021-02-24,2021-02-24
"259",1997-12-01,"GS2",5.72,2021-02-24,2021-02-24
"260",1998-01-01,"GS2",5.36,2021-02-24,2021-02-24
"261",1998-02-01,"GS2",5.42,2021-02-24,2021-02-24
"262",1998-03-01,"GS2",5.56,2021-02-24,2021-02-24
"263",1998-04-01,"GS2",5.56,2021-02-24,2021-02-24
"264",1998-05-01,"GS2",5.59,2021-02-24,2021-02-24
"265",1998-06-01,"GS2",5.52,2021-02-24,2021-02-24
"266",1998-07-01,"GS2",5.46,2021-02-24,2021-02-24
"267",1998-08-01,"GS2",5.27,2021-02-24,2021-02-24
"268",1998-09-01,"GS2",4.67,2021-02-24,2021-02-24
"269",1998-10-01,"GS2",4.09,2021-02-24,2021-02-24
"270",1998-11-01,"GS2",4.54,2021-02-24,2021-02-24
"271",1998-12-01,"GS2",4.51,2021-02-24,2021-02-24
"272",1999-01-01,"GS2",4.62,2021-02-24,2021-02-24
"273",1999-02-01,"GS2",4.88,2021-02-24,2021-02-24
"274",1999-03-01,"GS2",5.05,2021-02-24,2021-02-24
"275",1999-04-01,"GS2",4.98,2021-02-24,2021-02-24
"276",1999-05-01,"GS2",5.25,2021-02-24,2021-02-24
"277",1999-06-01,"GS2",5.62,2021-02-24,2021-02-24
"278",1999-07-01,"GS2",5.55,2021-02-24,2021-02-24
"279",1999-08-01,"GS2",5.68,2021-02-24,2021-02-24
"280",1999-09-01,"GS2",5.66,2021-02-24,2021-02-24
"281",1999-10-01,"GS2",5.86,2021-02-24,2021-02-24
"282",1999-11-01,"GS2",5.86,2021-02-24,2021-02-24
"283",1999-12-01,"GS2",6.1,2021-02-24,2021-02-24
"284",2000-01-01,"GS2",6.44,2021-02-24,2021-02-24
"285",2000-02-01,"GS2",6.61,2021-02-24,2021-02-24
"286",2000-03-01,"GS2",6.53,2021-02-24,2021-02-24
"287",2000-04-01,"GS2",6.4,2021-02-24,2021-02-24
"288",2000-05-01,"GS2",6.81,2021-02-24,2021-02-24
"289",2000-06-01,"GS2",6.48,2021-02-24,2021-02-24
"290",2000-07-01,"GS2",6.34,2021-02-24,2021-02-24
"291",2000-08-01,"GS2",6.23,2021-02-24,2021-02-24
"292",2000-09-01,"GS2",6.08,2021-02-24,2021-02-24
"293",2000-10-01,"GS2",5.91,2021-02-24,2021-02-24
"294",2000-11-01,"GS2",5.88,2021-02-24,2021-02-24
"295",2000-12-01,"GS2",5.35,2021-02-24,2021-02-24
"296",2001-01-01,"GS2",4.76,2021-02-24,2021-02-24
"297",2001-02-01,"GS2",4.66,2021-02-24,2021-02-24
"298",2001-03-01,"GS2",4.34,2021-02-24,2021-02-24
"299",2001-04-01,"GS2",4.23,2021-02-24,2021-02-24
"300",2001-05-01,"GS2",4.26,2021-02-24,2021-02-24
"301",2001-06-01,"GS2",4.08,2021-02-24,2021-02-24
"302",2001-07-01,"GS2",4.04,2021-02-24,2021-02-24
"303",2001-08-01,"GS2",3.76,2021-02-24,2021-02-24
"304",2001-09-01,"GS2",3.12,2021-02-24,2021-02-24
"305",2001-10-01,"GS2",2.73,2021-02-24,2021-02-24
"306",2001-11-01,"GS2",2.78,2021-02-24,2021-02-24
"307",2001-12-01,"GS2",3.11,2021-02-24,2021-02-24
"308",2002-01-01,"GS2",3.03,2021-02-24,2021-02-24
"309",2002-02-01,"GS2",3.02,2021-02-24,2021-02-24
"310",2002-03-01,"GS2",3.56,2021-02-24,2021-02-24
"311",2002-04-01,"GS2",3.42,2021-02-24,2021-02-24
"312",2002-05-01,"GS2",3.26,2021-02-24,2021-02-24
"313",2002-06-01,"GS2",2.99,2021-02-24,2021-02-24
"314",2002-07-01,"GS2",2.56,2021-02-24,2021-02-24
"315",2002-08-01,"GS2",2.13,2021-02-24,2021-02-24
"316",2002-09-01,"GS2",2,2021-02-24,2021-02-24
"317",2002-10-01,"GS2",1.91,2021-02-24,2021-02-24
"318",2002-11-01,"GS2",1.92,2021-02-24,2021-02-24
"319",2002-12-01,"GS2",1.84,2021-02-24,2021-02-24
"320",2003-01-01,"GS2",1.74,2021-02-24,2021-02-24
"321",2003-02-01,"GS2",1.63,2021-02-24,2021-02-24
"322",2003-03-01,"GS2",1.57,2021-02-24,2021-02-24
"323",2003-04-01,"GS2",1.62,2021-02-24,2021-02-24
