"","date","series_id","value","realtime_start","realtime_end"
"364",2011-12-01,"GS3M",0.01,2021-02-24,2021-02-24
"365",2012-01-01,"GS3M",0.03,2021-02-24,2021-02-24
"366",2012-02-01,"GS3M",0.09,2021-02-24,2021-02-24
"367",2012-03-01,"GS3M",0.08,2021-02-24,2021-02-24
"368",2012-04-01,"GS3M",0.08,2021-02-24,2021-02-24
"369",2012-05-01,"GS3M",0.09,2021-02-24,2021-02-24
"370",2012-06-01,"GS3M",0.09,2021-02-24,2021-02-24
"371",2012-07-01,"GS3M",0.1,2021-02-24,2021-02-24
"372",2012-08-01,"GS3M",0.1,2021-02-24,2021-02-24
"373",2012-09-01,"GS3M",0.11,2021-02-24,2021-02-24
"374",2012-10-01,"GS3M",0.1,2021-02-24,2021-02-24
"375",2012-11-01,"GS3M",0.09,2021-02-24,2021-02-24
"376",2012-12-01,"GS3M",0.07,2021-02-24,2021-02-24
"377",2013-01-01,"GS3M",0.07,2021-02-24,2021-02-24
"378",2013-02-01,"GS3M",0.1,2021-02-24,2021-02-24
"379",2013-03-01,"GS3M",0.09,2021-02-24,2021-02-24
"380",2013-04-01,"GS3M",0.06,2021-02-24,2021-02-24
"381",2013-05-01,"GS3M",0.04,2021-02-24,2021-02-24
"382",2013-06-01,"GS3M",0.05,2021-02-24,2021-02-24
"383",2013-07-01,"GS3M",0.04,2021-02-24,2021-02-24
"384",2013-08-01,"GS3M",0.04,2021-02-24,2021-02-24
"385",2013-09-01,"GS3M",0.02,2021-02-24,2021-02-24
"386",2013-10-01,"GS3M",0.05,2021-02-24,2021-02-24
"387",2013-11-01,"GS3M",0.07,2021-02-24,2021-02-24
"388",2013-12-01,"GS3M",0.07,2021-02-24,2021-02-24
"389",2014-01-01,"GS3M",0.04,2021-02-24,2021-02-24
"390",2014-02-01,"GS3M",0.05,2021-02-24,2021-02-24
"391",2014-03-01,"GS3M",0.05,2021-02-24,2021-02-24
"392",2014-04-01,"GS3M",0.03,2021-02-24,2021-02-24
"393",2014-05-01,"GS3M",0.03,2021-02-24,2021-02-24
"394",2014-06-01,"GS3M",0.04,2021-02-24,2021-02-24
"395",2014-07-01,"GS3M",0.03,2021-02-24,2021-02-24
"396",2014-08-01,"GS3M",0.03,2021-02-24,2021-02-24
"397",2014-09-01,"GS3M",0.02,2021-02-24,2021-02-24
"398",2014-10-01,"GS3M",0.02,2021-02-24,2021-02-24
