"","date","series_id","value","realtime_start","realtime_end"
"181",2016-07-01,"GS1M",0.26,2021-02-24,2021-02-24
"182",2016-08-01,"GS1M",0.26,2021-02-24,2021-02-24
"183",2016-09-01,"GS1M",0.19,2021-02-24,2021-02-24
"184",2016-10-01,"GS1M",0.24,2021-02-24,2021-02-24
"185",2016-11-01,"GS1M",0.3,2021-02-24,2021-02-24
"186",2016-12-01,"GS1M",0.42,2021-02-24,2021-02-24
"187",2017-01-01,"GS1M",0.5,2021-02-24,2021-02-24
"188",2017-02-01,"GS1M",0.48,2021-02-24,2021-02-24
"189",2017-03-01,"GS1M",0.66,2021-02-24,2021-02-24
"190",2017-04-01,"GS1M",0.75,2021-02-24,2021-02-24
"191",2017-05-01,"GS1M",0.73,2021-02-24,2021-02-24
"192",2017-06-01,"GS1M",0.84,2021-02-24,2021-02-24
"193",2017-07-01,"GS1M",0.97,2021-02-24,2021-02-24
"194",2017-08-01,"GS1M",0.98,2021-02-24,2021-02-24
"195",2017-09-01,"GS1M",0.99,2021-02-24,2021-02-24
"196",2017-10-01,"GS1M",1,2021-02-24,2021-02-24
"197",2017-11-01,"GS1M",1.09,2021-02-24,2021-02-24
"198",2017-12-01,"GS1M",1.2,2021-02-24,2021-02-24
"199",2018-01-01,"GS1M",1.3,2021-02-24,2021-02-24
"200",2018-02-01,"GS1M",1.38,2021-02-24,2021-02-24
"201",2018-03-01,"GS1M",1.64,2021-02-24,2021-02-24
"202",2018-04-01,"GS1M",1.66,2021-02-24,2021-02-24
"203",2018-05-01,"GS1M",1.71,2021-02-24,2021-02-24
"204",2018-06-01,"GS1M",1.81,2021-02-24,2021-02-24
"205",2018-07-01,"GS1M",1.89,2021-02-24,2021-02-24
"206",2018-08-01,"GS1M",1.94,2021-02-24,2021-02-24
"207",2018-09-01,"GS1M",2.04,2021-02-24,2021-02-24
"208",2018-10-01,"GS1M",2.17,2021-02-24,2021-02-24
"209",2018-11-01,"GS1M",2.24,2021-02-24,2021-02-24
"210",2018-12-01,"GS1M",2.37,2021-02-24,2021-02-24
"211",2019-01-01,"GS1M",2.4,2021-02-24,2021-02-24
"212",2019-02-01,"GS1M",2.43,2021-02-24,2021-02-24
"213",2019-03-01,"GS1M",2.45,2021-02-24,2021-02-24
"214",2019-04-01,"GS1M",2.43,2021-02-24,2021-02-24
"215",2019-05-01,"GS1M",2.4,2021-02-24,2021-02-24
"216",2019-06-01,"GS1M",2.22,2021-02-24,2021-02-24
"217",2019-07-01,"GS1M",2.15,2021-02-24,2021-02-24
"218",2019-08-01,"GS1M",2.07,2021-02-24,2021-02-24
"219",2019-09-01,"GS1M",1.99,2021-02-24,2021-02-24
"220",2019-10-01,"GS1M",1.73,2021-02-24,2021-02-24
"221",2019-11-01,"GS1M",1.58,2021-02-24,2021-02-24
"222",2019-12-01,"GS1M",1.55,2021-02-24,2021-02-24
"223",2020-01-01,"GS1M",1.53,2021-02-24,2021-02-24
"224",2020-02-01,"GS1M",1.58,2021-02-24,2021-02-24
"225",2020-03-01,"GS1M",0.37,2021-02-24,2021-02-24
"226",2020-04-01,"GS1M",0.11,2021-02-24,2021-02-24
"227",2020-05-01,"GS1M",0.1,2021-02-24,2021-02-24
"228",2020-06-01,"GS1M",0.13,2021-02-24,2021-02-24
"229",2020-07-01,"GS1M",0.11,2021-02-24,2021-02-24
"230",2020-08-01,"GS1M",0.08,2021-02-24,2021-02-24
"231",2020-09-01,"GS1M",0.09,2021-02-24,2021-02-24
"232",2020-10-01,"GS1M",0.09,2021-02-24,2021-02-24
"233",2020-11-01,"GS1M",0.09,2021-02-24,2021-02-24
"234",2020-12-01,"GS1M",0.08,2021-02-24,2021-02-24
"235",2021-01-01,"GS1M",0.08,2021-02-24,2021-02-24
